0.04616848	0.010423	-0.039903346	-0.059937894	0.021460675	0.019370317	0.0765749	0.00064840505	0.051585566	0.08638598	0.09224474	-0.03733001	0.03696705	-0.00042268686	0.0007922951	0.03764138
-0.011353088	0.050248336	-0.060142778	-0.10014162	0.06891987	-0.027509667	0.032389663	0.006555639	0.0611118	0.062291864	0.074747205	-0.0021727472	-0.033249512	0.0034157091	0.025103854	0.00501495
0.080302574	0.029144075	-0.072218515	0.019018698	0.0110764755	-0.03572478	0.05796518	-0.014134133	0.08825315	-0.023340002	0.079242356	0.061422024	0.047866706	0.024014218	0.05860621	0.095630206
-0.021458237	0.0054308423	-0.04097608	-0.04502449	0.07546458	-0.03317389	0.05301375	-0.054560836	0.029056435	0.00066791446	0.058795407	-0.019559264	0.0014968519	0.059955318	-0.0011257319	0.024596563
0.044121854	0.022349296	-0.03409929	-0.04696298	0.012332007	-0.020385385	0.110186696	0.042086083	-0.031330913	0.07147563	0.08353246	0.01161957	0.029479148	0.028727397	0.09403003	0.05138166
0.032750174	0.04251519	-0.041886486	-0.08421525	0.043960996	0.007815004	0.010056467	-0.030625613	0.02583631	0.05545815	0.025608612	-0.059186067	-0.017675586	0.01625125	0.029255576	0.056641214
0.040112175	0.061439153	-0.04996333	-0.11836145	0.038015556	-0.039437238	0.05816695	0.026356108	-0.019301511	0.050931297	0.23569159	0.048156783	-0.03408078	0.012844031	-0.024076099	0.046235055
-0.05253833	0.07759064	-0.07304849	-0.016792461	-0.01641836	-0.021529287	0.05663154	-0.04006065	0.023293514	-0.02545842	0.102003686	-0.0034537504	-0.023973443	0.004300404	0.020831987	0.036990233
-0.048358988	-0.0042861626	-0.059931405	0.013326572	-0.02582953	-0.013139994	0.05960643	-0.024140941	0.11306205	-0.03865855	0.13692428	0.017472161	-0.022898428	-0.08897978	0.027779728	-0.008406846
-0.02167895	-0.033017933	-0.03131603	-0.11577268	0.04302434	-0.024941253	0.107641965	0.021431942	0.117638	-0.012149487	0.04051081	0.042321138	-0.004084334	-0.008263658	0.035768885	0.08919954
0.02386029	0.002124779	-0.020942219	-0.040698797	0.08324727	-0.037848514	0.06411059	-0.03663	0.021910995	-0.014402823	0.04828718	0.00061686145	0.0624736	-0.026132101	0.063853785	0.0189745
-0.037223246	0.037721995	-0.07216589	-0.10941845	0.14214927	0.049951173	0.048013132	-0.0071084453	0.047982965	0.018217133	0.12256948	-0.0033311064	0.0015634302	0.06071627	0.07561007	0.039409928
0.016639365	0.09644233	-0.025689734	-0.06359617	0.062299952	0.013228184	0.014488813	-0.04686798	-0.015126215	-0.042072743	-0.034752723	0.043303758	0.03516908	0.034156516	-0.006673528	0.08143855
-0.09280934	0.08044649	-0.11819478	-0.053744636	0.020647345	0.025880987	0.03745366	-0.018401634	-0.024550036	0.04666015	-0.0066815573	0.0022686017	0.069415	0.005762542	-0.07797399	0.019369455
0.032125086	-0.012293572	-0.16103086	0.011859053	0.07196266	-0.005821787	0.058641043	-0.025609309	0.03413522	-0.035471313	-0.010246848	0.036815833	-0.022325039	0.11645308	0.082985945	-0.011530632
-0.0019137354	0.043497335	-0.10687938	-0.07788584	0.028461132	-0.046855897	0.025842536	-0.072346054	-0.008671606	-0.008638704	0.136853	0.07757369	0.026931578	-0.020241842	0.047792673	-0.024703892
